musicname,artistname,diff,difficult,level,puc_count
ドキドキ☆流星トラップガール!!,流星トラップボーイズ,ADV,1,8,7
ドキドキ☆流星トラップガール!!,流星トラップボーイズ,EXH,2,13,10
second spring storm,Spacelectro,NOV,0,2,15
second spring storm,Spacelectro,ADV,1,7,8
second spring storm,Spacelectro,EXH,2,12,18
City Edge,winddrums,NOV,0,3,7
City Edge,winddrums,ADV,1,8,10
City Edge,winddrums,EXH,2,13,10
幻想系世界修復少女(EXIT TUNES),Last Note.,NOV,0,5,7
幻想系世界修復少女(EXIT TUNES),Last Note.,ADV,1,11,6
幻想系世界修復少女(EXIT TUNES),Last Note.,EXH,2,15,48
幻想系世界修復少女(EXIT TUNES),Last Note.,HVN,6,17,19
憂恋☆アクティベーション,u-z,NOV,0,5,4
憂恋☆アクティベーション,u-z,ADV,1,10,3
憂恋☆アクティベーション,u-z,EXH,2,16,9
Idola,iconoclasm feat.GUMI,NOV,0,6,9
Idola,iconoclasm feat.GUMI,ADV,1,12,8
Idola,iconoclasm feat.GUMI,EXH,2,17,12
Idola,iconoclasm feat.GUMI,HVN,6,18,3
ミライプリズム,ここなつ,NOV,0,4,9
ミライプリズム,ここなつ,ADV,1,8,7
ミライプリズム,ここなつ,EXH,2,11,30
ミライプリズム,ここなつ,INF,4,15,46
wander+wonder+wand,uma,NOV,0,5,14
wander+wonder+wand,uma,ADV,1,9,6
wander+wonder+wand,uma,EXH,2,15,47
リズの内心革命(EXIT TUNES),じっぷす,NOV,0,4,10
リズの内心革命(EXIT TUNES),じっぷす,ADV,1,10,11
リズの内心革命(EXIT TUNES),じっぷす,EXH,2,13,19
リズの内心革命(EXIT TUNES),じっぷす,INF,4,16,36
柳の下のデュラハン hard chaos mix,albel.,NOV,0,6,6
柳の下のデュラハン hard chaos mix,albel.,ADV,1,12,6
柳の下のデュラハン hard chaos mix,albel.,EXH,2,17,5
ぼくらのタイムカプセル(EXIT TUNES),ラムネ(村人P),NOV,0,4,8
ぼくらのタイムカプセル(EXIT TUNES),ラムネ(村人P),ADV,1,11,5
ぼくらのタイムカプセル(EXIT TUNES),ラムネ(村人P),EXH,2,15,10
Flying!,Tracy feat.築山さえ,NOV,0,3,8
Flying!,Tracy feat.築山さえ,ADV,1,10,6
Flying!,Tracy feat.築山さえ,EXH,2,13,33
幻想浄瑠璃-Aya2g Tech Dance Remix-,Ayatsugu_Otowa,NOV,0,3,9
幻想浄瑠璃-Aya2g Tech Dance Remix-,Ayatsugu_Otowa,ADV,1,9,7
幻想浄瑠璃-Aya2g Tech Dance Remix-,Ayatsugu_Otowa,EXH,2,15,18
キリトリセン(EXIT TUNES),40mP,NOV,0,3,8
キリトリセン(EXIT TUNES),40mP,ADV,1,9,5
キリトリセン(EXIT TUNES),40mP,EXH,2,13,44
Wave of Craze,Shiron,NOV,0,5,8
Wave of Craze,Shiron,ADV,1,11,7
Wave of Craze,Shiron,EXH,2,15,48
悪性ロリィタマキャヴェリズム(EXIT TUNES),かいりきベア,NOV,0,6,7
悪性ロリィタマキャヴェリズム(EXIT TUNES),かいりきベア,ADV,1,12,3
悪性ロリィタマキャヴェリズム(EXIT TUNES),かいりきベア,EXH,2,17,10
Cleopatrysm,ピラミッ℃,NOV,0,6,6
Cleopatrysm,ピラミッ℃,ADV,1,12,6
Cleopatrysm,ピラミッ℃,EXH,2,15,3
Cleopatrysm,ピラミッ℃,INF,4,16,4
KHAMEN BREAK,くふおー,NOV,0,5,8
KHAMEN BREAK,くふおー,ADV,1,12,3
KHAMEN BREAK,くふおー,EXH,2,16,13
KHAMEN BREAK,くふおー,INF,4,16,3
御千手メディテーション,昇天家族,NOV,0,6,8
御千手メディテーション,昇天家族,ADV,1,12,2
御千手メディテーション,昇天家族,EXH,2,15,5
御千手メディテーション,昇天家族,INF,4,17,13
INSECTICIDE,Camellia,NOV,0,6,6
INSECTICIDE,Camellia,ADV,1,12,0
INSECTICIDE,Camellia,EXH,2,18,8
INSECTICIDE,Camellia,HVN,6,19,4
Wuv U -More2 HAPPY Re-Mix Special-,Yu_Asahina,NOV,0,5,6
Wuv U -More2 HAPPY Re-Mix Special-,Yu_Asahina,ADV,1,10,5
Wuv U -More2 HAPPY Re-Mix Special-,Yu_Asahina,EXH,2,15,100
Monkey Business (lapix Remix),lapix,NOV,0,5,7
Monkey Business (lapix Remix),lapix,ADV,1,10,7
Monkey Business (lapix Remix),lapix,EXH,2,16,16
FIRE FIRE -DARK BLAZE REMIX-,Yooh,NOV,0,6,5
FIRE FIRE -DARK BLAZE REMIX-,Yooh,ADV,1,13,10
FIRE FIRE -DARK BLAZE REMIX-,Yooh,EXH,2,17,27
sweet dream,平茸＋夕野ヨシミ＋山本椛,NOV,0,2,17
sweet dream,平茸＋夕野ヨシミ＋山本椛,ADV,1,9,6
sweet dream,平茸＋夕野ヨシミ＋山本椛,EXH,2,13,37
The Wind of Gold (folkcore remix),borzy,NOV,0,4,9
The Wind of Gold (folkcore remix),borzy,ADV,1,9,5
The Wind of Gold (folkcore remix),borzy,EXH,2,14,5
最果てのコトバ,幽閉サテライト (Arranged:Iceon) feat. senya,NOV,0,2,23
最果てのコトバ,幽閉サテライト (Arranged:Iceon) feat. senya,ADV,1,8,10
最果てのコトバ,幽閉サテライト (Arranged:Iceon) feat. senya,EXH,2,12,41
コミカルなミシャグジとラジエーション(PUNK IT ver.),void & ARM feat. ななひら & ちよこ,NOV,0,4,7
コミカルなミシャグジとラジエーション(PUNK IT ver.),void & ARM feat. ななひら & ちよこ,ADV,1,10,2
コミカルなミシャグジとラジエーション(PUNK IT ver.),void & ARM feat. ななひら & ちよこ,EXH,2,15,13
gigadelic -stance xxxx-,Hate,NOV,0,5,8
gigadelic -stance xxxx-,Hate,ADV,1,11,4
gigadelic -stance xxxx-,Hate,EXH,2,17,4
朱と碧のランページ,NU-KO,NOV,0,5,7
朱と碧のランページ,NU-KO,ADV,1,13,16
朱と碧のランページ,NU-KO,EXH,2,17,11
僕は空気が嫁ない(EXIT TUNES),cosMo＠暴走P,NOV,0,4,9
僕は空気が嫁ない(EXIT TUNES),cosMo＠暴走P,ADV,1,10,8
僕は空気が嫁ない(EXIT TUNES),cosMo＠暴走P,EXH,2,15,100
ナキムシロボ(EXIT TUNES),ラムネ(村人P),NOV,0,3,7
ナキムシロボ(EXIT TUNES),ラムネ(村人P),ADV,1,10,2
ナキムシロボ(EXIT TUNES),ラムネ(村人P),EXH,2,13,19
白い雪のプリンセスは(EXIT TUNES),のぼる↑,NOV,0,5,9
白い雪のプリンセスは(EXIT TUNES),のぼる↑,ADV,1,10,9
白い雪のプリンセスは(EXIT TUNES),のぼる↑,EXH,2,15,32
有頂天ビバーチェ(EXIT TUNES),Last Note.,NOV,0,6,3
有頂天ビバーチェ(EXIT TUNES),Last Note.,ADV,1,11,2
有頂天ビバーチェ(EXIT TUNES),Last Note.,EXH,2,16,12
はわわｗ！な展開っ！,かねこちはる feat. 紫崎 雪,NOV,0,4,10
はわわｗ！な展開っ！,かねこちはる feat. 紫崎 雪,ADV,1,11,5
はわわｗ！な展開っ！,かねこちはる feat. 紫崎 雪,EXH,2,15,19
はわわｗ！な展開っ！,かねこちはる feat. 紫崎 雪,GRV,5,16,10
CODE -CRiMSON-,Shiron,NOV,0,6,5
CODE -CRiMSON-,Shiron,ADV,1,12,6
CODE -CRiMSON-,Shiron,EXH,2,17,4
CODE -CRiMSON-,Shiron,GRV,5,18,1
Growth Memories,Hidra-Xjeil,NOV,0,6,7
Growth Memories,Hidra-Xjeil,ADV,1,12,7
Growth Memories,Hidra-Xjeil,EXH,2,18,12
Growth Memories,Hidra-Xjeil,GRV,5,19,2
Wish upon Twin Stars,xi,NOV,0,5,7
Wish upon Twin Stars,xi,ADV,1,11,5
Wish upon Twin Stars,xi,EXH,2,17,12
Wish upon Twin Stars,xi,GRV,5,18,0
Appliqué,モリモリあつし,NOV,0,5,8
Appliqué,モリモリあつし,ADV,1,11,4
Appliqué,モリモリあつし,EXH,2,16,37
Appliqué,モリモリあつし,GRV,5,17,7
打打打打打打打打打打,ヒゲドライバー join. SELEN,NOV,0,6,5
打打打打打打打打打打,ヒゲドライバー join. SELEN,ADV,1,11,1
打打打打打打打打打打,ヒゲドライバー join. SELEN,EXH,2,15,3
打打打打打打打打打打,ヒゲドライバー join. SELEN,INF,4,17,4
ハウトゥー世界征服(EXIT TUNES),Neru,NOV,0,3,7
ハウトゥー世界征服(EXIT TUNES),Neru,ADV,1,9,5
ハウトゥー世界征服(EXIT TUNES),Neru,EXH,2,14,34
しんでしまうとはなさけない！(EXIT TUNES),ワンダフル☆オポチュニティ！,NOV,0,5,4
しんでしまうとはなさけない！(EXIT TUNES),ワンダフル☆オポチュニティ！,ADV,1,11,6
しんでしまうとはなさけない！(EXIT TUNES),ワンダフル☆オポチュニティ！,EXH,2,15,21
Scene(EXIT TUNES),ジミーサムＰ,NOV,0,4,6
Scene(EXIT TUNES),ジミーサムＰ,ADV,1,10,6
Scene(EXIT TUNES),ジミーサムＰ,EXH,2,13,10
キミヱゴサーチ,ここなつ,NOV,0,3,10
キミヱゴサーチ,ここなつ,ADV,1,8,9
キミヱゴサーチ,ここなつ,EXH,2,11,32
キミヱゴサーチ,ここなつ,INF,4,16,51
Little princess has no identity.,0kash,NOV,0,5,7
Little princess has no identity.,0kash,ADV,1,11,5
Little princess has no identity.,0kash,EXH,2,17,22
Mist Tek,you,NOV,0,4,11
Mist Tek,you,ADV,1,9,6
Mist Tek,you,EXH,2,16,6
Pristine Bigband,Y*Quartet project,NOV,0,5,4
Pristine Bigband,Y*Quartet project,ADV,1,10,3
Pristine Bigband,Y*Quartet project,EXH,2,15,11
werewolf howls.,かめりあ,NOV,0,6,5
werewolf howls.,かめりあ,ADV,1,12,5
werewolf howls.,かめりあ,EXH,2,18,4
Attack on Dwarf,unatra,NOV,0,4,11
Attack on Dwarf,unatra,ADV,1,10,6
Attack on Dwarf,unatra,EXH,2,14,17
further the future,上村香月,NOV,0,4,8
further the future,上村香月,ADV,1,8,11
further the future,上村香月,EXH,2,15,13
始まりへと続く帰り道,たちのん,NOV,0,2,16
始まりへと続く帰り道,たちのん,ADV,1,7,10
始まりへと続く帰り道,たちのん,EXH,2,12,27
断片Story,Salk2d,NOV,0,4,7
断片Story,Salk2d,ADV,1,11,9
断片Story,Salk2d,EXH,2,16,48
shiny rainbow flower,C-YA,NOV,0,5,9
shiny rainbow flower,C-YA,ADV,1,10,4
shiny rainbow flower,C-YA,EXH,2,15,13
VILE CAT,TAKU1175,NOV,0,5,7
VILE CAT,TAKU1175,ADV,1,11,6
VILE CAT,TAKU1175,EXH,2,18,1
アルテミス,FILTER SYSTEM,NOV,0,3,10
アルテミス,FILTER SYSTEM,ADV,1,10,7
アルテミス,FILTER SYSTEM,EXH,2,13,10
I love you even now,nana(Sevencolors),NOV,0,3,7
I love you even now,nana(Sevencolors),ADV,1,9,7
I love you even now,nana(Sevencolors),EXH,2,13,6
Pure Evil-Aya2g Drm'n Tech Rmx-,Ayatsugu_Otowa,NOV,0,6,6
Pure Evil-Aya2g Drm'n Tech Rmx-,Ayatsugu_Otowa,ADV,1,12,9
Pure Evil-Aya2g Drm'n Tech Rmx-,Ayatsugu_Otowa,EXH,2,17,8
Virtual Sunrise (xac remix),xac,NOV,0,4,8
Virtual Sunrise (xac remix),xac,ADV,1,10,5
Virtual Sunrise (xac remix),xac,EXH,2,15,14
The Sampling Paradise (N-Driver Style),N-Driver,NOV,0,5,5
The Sampling Paradise (N-Driver Style),N-Driver,ADV,1,12,3
The Sampling Paradise (N-Driver Style),N-Driver,EXH,2,16,14
Our Faith (Faithful MTL Remix),DOUBLE HELIX,NOV,0,5,8
Our Faith (Faithful MTL Remix),DOUBLE HELIX,ADV,1,11,8
Our Faith (Faithful MTL Remix),DOUBLE HELIX,EXH,2,17,7
Rubeus,RedMuffleR,NOV,0,6,8
Rubeus,RedMuffleR,ADV,1,11,4
Rubeus,RedMuffleR,EXH,2,17,21
Liming Light,negi,NOV,0,4,6
Liming Light,negi,ADV,1,10,5
Liming Light,negi,EXH,2,13,23
物凄い狂っとるフランちゃんが物凄いうた,Halozy feat. ななひら,NOV,0,5,7
物凄い狂っとるフランちゃんが物凄いうた,Halozy feat. ななひら,ADV,1,11,4
物凄い狂っとるフランちゃんが物凄いうた,Halozy feat. ななひら,EXH,2,17,4
MEGANE(EXIT TUNES),Ultra-Noob,NOV,0,1,36
MEGANE(EXIT TUNES),Ultra-Noob,ADV,1,8,9
MEGANE(EXIT TUNES),Ultra-Noob,EXH,2,12,20
ぼくらしかしらない,ぬゆり,NOV,0,5,6
ぼくらしかしらない,ぬゆり,ADV,1,10,5
ぼくらしかしらない,ぬゆり,EXH,2,17,12
星屑ユートピア(EXIT TUNES),otetsu,NOV,0,2,16
星屑ユートピア(EXIT TUNES),otetsu,ADV,1,7,10
星屑ユートピア(EXIT TUNES),otetsu,EXH,2,12,25
Belly Flopper,O2i3,NOV,0,4,9
Belly Flopper,O2i3,ADV,1,10,9
Belly Flopper,O2i3,EXH,2,15,17
bloom,Gowrock,NOV,0,3,5
bloom,Gowrock,ADV,1,9,6
bloom,Gowrock,EXH,2,13,17
Find the Answer,みゅー feat. ゆいこんぬ,NOV,0,2,19
Find the Answer,みゅー feat. ゆいこんぬ,ADV,1,8,14
Find the Answer,みゅー feat. ゆいこんぬ,EXH,2,12,49
FIRE FIRE(Kazmasa Remix),Kazmasa,NOV,0,6,7
FIRE FIRE(Kazmasa Remix),Kazmasa,ADV,1,11,5
FIRE FIRE(Kazmasa Remix),Kazmasa,EXH,2,17,10
Pieces,発熱巫女～ず,NOV,0,1,26
Pieces,発熱巫女～ず,ADV,1,8,8
Pieces,発熱巫女～ず,EXH,2,12,48
飛花落葉(EXIT TUNES),なつめ千秋,NOV,0,3,10
飛花落葉(EXIT TUNES),なつめ千秋,ADV,1,10,7
飛花落葉(EXIT TUNES),なつめ千秋,EXH,2,14,22
Violet Soul,Soleily,NOV,0,4,12
Violet Soul,Soleily,ADV,1,10,6
Violet Soul,Soleily,EXH,2,16,15
Virtual Sunrise (MYTK Remix),MYTK,NOV,0,3,6
Virtual Sunrise (MYTK Remix),MYTK,ADV,1,9,6
Virtual Sunrise (MYTK Remix),MYTK,EXH,2,13,15
Hyper☆Chipspace,Saiph,NOV,0,5,10
Hyper☆Chipspace,Saiph,ADV,1,9,6
Hyper☆Chipspace,Saiph,EXH,2,16,41
Never Regret Anything,影虎。,NOV,0,3,5
Never Regret Anything,影虎。,ADV,1,9,8
Never Regret Anything,影虎。,EXH,2,16,53
ナイフ(EXIT TUNES),パワーコードP,NOV,0,4,9
ナイフ(EXIT TUNES),パワーコードP,ADV,1,10,3
ナイフ(EXIT TUNES),パワーコードP,EXH,2,15,10
トリコロール・ダイアリー,梅干茶漬け,NOV,0,5,10
トリコロール・ダイアリー,梅干茶漬け,ADV,1,11,4
トリコロール・ダイアリー,梅干茶漬け,EXH,2,16,22
月見夜ラビット(EXIT TUNES),蝶々P,NOV,0,5,6
月見夜ラビット(EXIT TUNES),蝶々P,ADV,1,11,4
月見夜ラビット(EXIT TUNES),蝶々P,EXH,2,15,16
SkyDrive!,Amateras Records feat.築山さえ,NOV,0,3,11
SkyDrive!,Amateras Records feat.築山さえ,ADV,1,9,5
SkyDrive!,Amateras Records feat.築山さえ,EXH,2,15,43
Jump!,Syrufit feat.綾倉盟 / 市松椿,NOV,0,4,10
Jump!,Syrufit feat.綾倉盟 / 市松椿,ADV,1,10,6
Jump!,Syrufit feat.綾倉盟 / 市松椿,EXH,2,13,25
しゅわスパ大作戦☆ - SDVX Edit. -,SOUND HOLIC feat. Nana Takahashi,NOV,0,2,21
しゅわスパ大作戦☆ - SDVX Edit. -,SOUND HOLIC feat. Nana Takahashi,ADV,1,9,7
しゅわスパ大作戦☆ - SDVX Edit. -,SOUND HOLIC feat. Nana Takahashi,EXH,2,13,32
The Wind of Gold -HΔPPY MIX-,sky_delta,NOV,0,4,8
The Wind of Gold -HΔPPY MIX-,sky_delta,ADV,1,10,6
The Wind of Gold -HΔPPY MIX-,sky_delta,EXH,2,15,4
最速最高シャッターガール,ビートまりお（COOL&CREATE）,NOV,0,5,4
最速最高シャッターガール,ビートまりお（COOL&CREATE）,ADV,1,11,5
最速最高シャッターガール,ビートまりお（COOL&CREATE）,EXH,2,16,16
鎖の少女(EXIT TUNES),のぼる↑,NOV,0,4,9
鎖の少女(EXIT TUNES),のぼる↑,ADV,1,10,11
鎖の少女(EXIT TUNES),のぼる↑,EXH,2,15,31
gigadelic(m3rkAb4# R3m!x),ikaruga_nex,NOV,0,6,7
gigadelic(m3rkAb4# R3m!x),ikaruga_nex,ADV,1,11,3
gigadelic(m3rkAb4# R3m!x),ikaruga_nex,EXH,2,17,6
木彫り鯰と右肩ゾンビ(EXIT TUNES),赤飯,NOV,0,3,7
木彫り鯰と右肩ゾンビ(EXIT TUNES),赤飯,ADV,1,8,8
木彫り鯰と右肩ゾンビ(EXIT TUNES),赤飯,EXH,2,13,49
F.K.S.,Nizikawa,NOV,0,6,7
F.K.S.,Nizikawa,ADV,1,11,2
F.K.S.,Nizikawa,EXH,2,17,21
イグジスタンス(EXIT TUNES),スズム,NOV,0,5,5
イグジスタンス(EXIT TUNES),スズム,ADV,1,12,12
イグジスタンス(EXIT TUNES),スズム,EXH,2,17,24
ポメグラネイト,ここなつ,NOV,0,4,8
ポメグラネイト,ここなつ,ADV,1,9,10
ポメグラネイト,ここなつ,EXH,2,16,18
ポメグラネイト,ここなつ,GRV,5,17,100
Liminality,FELT,NOV,0,4,4
Liminality,FELT,ADV,1,9,4
Liminality,FELT,EXH,2,16,16
メイガスナイト ～ Arr.Demetori,Demetori,NOV,0,5,7
メイガスナイト ～ Arr.Demetori,Demetori,ADV,1,10,4
メイガスナイト ～ Arr.Demetori,Demetori,EXH,2,16,9
The Starry true,Liz Triangle,NOV,0,2,14
The Starry true,Liz Triangle,ADV,1,7,7
The Starry true,Liz Triangle,EXH,2,12,44
THUNDERCRACK,IRON ATTACK!,NOV,0,5,6
THUNDERCRACK,IRON ATTACK!,ADV,1,11,5
THUNDERCRACK,IRON ATTACK!,EXH,2,17,12
Hustle Beat!!,とろまる,NOV,0,4,6
Hustle Beat!!,とろまる,ADV,1,10,4
Hustle Beat!!,とろまる,EXH,2,15,13
TU-MA-MI△ALL-NIGHTER,xi underground,NOV,0,2,18
TU-MA-MI△ALL-NIGHTER,xi underground,ADV,1,10,5
TU-MA-MI△ALL-NIGHTER,xi underground,EXH,2,16,18
Twin Rocket,uno feat.ちよこ(IOSYS),NOV,0,5,7
Twin Rocket,uno feat.ちよこ(IOSYS),ADV,1,11,5
Twin Rocket,uno feat.ちよこ(IOSYS),EXH,2,17,67
きらきらタイム☆,さわわ,NOV,0,5,10
きらきらタイム☆,さわわ,ADV,1,11,4
きらきらタイム☆,さわわ,EXH,2,17,31
感情Xerography,8284 feat. 榎楠,NOV,0,4,14
感情Xerography,8284 feat. 榎楠,ADV,1,9,4
感情Xerography,8284 feat. 榎楠,EXH,2,14,43
恋愛方程式,パピ子りんft.ビタミンな兄貴♂＆ゆずり,NOV,0,3,7
恋愛方程式,パピ子りんft.ビタミンな兄貴♂＆ゆずり,ADV,1,8,5
恋愛方程式,パピ子りんft.ビタミンな兄貴♂＆ゆずり,EXH,2,13,17
Prelude-Hereafter-,源屋,NOV,0,4,7
Prelude-Hereafter-,源屋,ADV,1,10,9
Prelude-Hereafter-,源屋,EXH,2,15,16
False Cross,BlackY,NOV,0,5,7
False Cross,BlackY,ADV,1,11,4
False Cross,BlackY,EXH,2,17,4
Scarlet Pinheel,ぺのれり,NOV,0,4,8
Scarlet Pinheel,ぺのれり,ADV,1,10,6
Scarlet Pinheel,ぺのれり,EXH,2,16,20
ツギハギスタッカート(EXIT TUNES),とあ,NOV,0,2,25
ツギハギスタッカート(EXIT TUNES),とあ,ADV,1,8,17
ツギハギスタッカート(EXIT TUNES),とあ,EXH,2,13,79
幸せになれる隠しコマンドがあるらしい(EXIT TUNES),うたたP feat. 結月ゆかり,NOV,0,6,11
幸せになれる隠しコマンドがあるらしい(EXIT TUNES),うたたP feat. 結月ゆかり,ADV,1,12,16
幸せになれる隠しコマンドがあるらしい(EXIT TUNES),うたたP feat. 結月ゆかり,EXH,2,16,95
鬼KYOKAN(EXIT TUNES),じーざす（ワンダフル☆オポチュニティ！） feat. kradness×れをる,NOV,0,4,6
鬼KYOKAN(EXIT TUNES),じーざす（ワンダフル☆オポチュニティ！） feat. kradness×れをる,ADV,1,11,3
鬼KYOKAN(EXIT TUNES),じーざす（ワンダフル☆オポチュニティ！） feat. kradness×れをる,EXH,2,16,20
Pure Evil (Kobaryo FTN-Remix),Kobaryo,NOV,0,6,4
Pure Evil (Kobaryo FTN-Remix),Kobaryo,ADV,1,13,17
Pure Evil (Kobaryo FTN-Remix),Kobaryo,EXH,2,17,3
脱獄(EXIT TUNES),Neru feat.灯油,NOV,0,4,9
脱獄(EXIT TUNES),Neru feat.灯油,ADV,1,9,5
脱獄(EXIT TUNES),Neru feat.灯油,EXH,2,13,63
心臓デモクラシー(EXIT TUNES),みきとP,NOV,0,3,7
心臓デモクラシー(EXIT TUNES),みきとP,ADV,1,8,7
心臓デモクラシー(EXIT TUNES),みきとP,EXH,2,13,21
The Sampling Paradise (P*Light Remix),P*Light,NOV,0,5,10
The Sampling Paradise (P*Light Remix),P*Light,ADV,1,11,3
The Sampling Paradise (P*Light Remix),P*Light,EXH,2,17,20
君色サブリミナル(Arranged: Iceon),幽閉サテライト feat. senya,NOV,0,3,13
君色サブリミナル(Arranged: Iceon),幽閉サテライト feat. senya,ADV,1,9,2
君色サブリミナル(Arranged: Iceon),幽閉サテライト feat. senya,EXH,2,14,37
囲い無き世は一期の月影,豚乙女,NOV,0,5,10
囲い無き世は一期の月影,豚乙女,ADV,1,10,4
囲い無き世は一期の月影,豚乙女,EXH,2,16,42
ツーマンライブ,東雲夏陽 meets 日向美ビタースイーツ♪,NOV,0,3,14
ツーマンライブ,東雲夏陽 meets 日向美ビタースイーツ♪,ADV,1,8,11
ツーマンライブ,東雲夏陽 meets 日向美ビタースイーツ♪,EXH,2,16,38
ツーマンライブ,東雲夏陽 meets 日向美ビタースイーツ♪,GRV,5,16,53
TIEFSEE,SOUND HOLIC Vs. dj TAKA feat. YURiCa,NOV,0,5,9
TIEFSEE,SOUND HOLIC Vs. dj TAKA feat. YURiCa,ADV,1,12,6
TIEFSEE,SOUND HOLIC Vs. dj TAKA feat. YURiCa,EXH,2,17,11
INDEPENDENT SKY,SOUND HOLIC feat. Nana Takahashi,NOV,0,5,12
INDEPENDENT SKY,SOUND HOLIC feat. Nana Takahashi,ADV,1,9,7
INDEPENDENT SKY,SOUND HOLIC feat. Nana Takahashi,EXH,2,13,39
INDEPENDENT SKY,SOUND HOLIC feat. Nana Takahashi,GRV,5,17,18
Go↓Go↑Girls&Boys!,松下feat.Sota & wac,NOV,0,4,7
Go↓Go↑Girls&Boys!,松下feat.Sota & wac,ADV,1,9,7
Go↓Go↑Girls&Boys!,松下feat.Sota & wac,EXH,2,15,16
鬼天,兎々,NOV,0,6,6
鬼天,兎々,ADV,1,12,3
鬼天,兎々,EXH,2,17,9
CRITICAL LINE(EXIT TUNES),Ryu☆ feat.kradness,NOV,0,5,10
CRITICAL LINE(EXIT TUNES),Ryu☆ feat.kradness,ADV,1,12,6
CRITICAL LINE(EXIT TUNES),Ryu☆ feat.kradness,EXH,2,17,6
macaron,colate,NOV,0,5,6
macaron,colate,ADV,1,10,7
macaron,colate,EXH,2,15,18
瞬間ドリップ♪秘蜜のケーキセット,そよもぎ,NOV,0,5,6
瞬間ドリップ♪秘蜜のケーキセット,そよもぎ,ADV,1,11,5
瞬間ドリップ♪秘蜜のケーキセット,そよもぎ,EXH,2,16,16
キモチコネクト,東雲心菜 meets 日向美ビタースイーツ♪,NOV,0,4,13
キモチコネクト,東雲心菜 meets 日向美ビタースイーツ♪,ADV,1,9,8
キモチコネクト,東雲心菜 meets 日向美ビタースイーツ♪,EXH,2,16,19
キモチコネクト,東雲心菜 meets 日向美ビタースイーツ♪,GRV,5,17,7
World's end,Noah,NOV,0,6,9
World's end,Noah,ADV,1,12,6
World's end,Noah,EXH,2,18,1
LegenD.,Yooh,NOV,0,6,11
LegenD.,Yooh,ADV,1,12,10
LegenD.,Yooh,EXH,2,18,7
2 MINUTES FIGHTERS,P*Light,NOV,0,6,8
2 MINUTES FIGHTERS,P*Light,ADV,1,12,14
2 MINUTES FIGHTERS,P*Light,EXH,2,17,13
Invitation from Mr.C,C-Show,NOV,0,6,10
Invitation from Mr.C,C-Show,ADV,1,12,10
Invitation from Mr.C,C-Show,EXH,2,18,13
Wuv U (Colorful QT3 nekomix),ねこみりん feat.えみゅう。×みゆ×小宮真央,NOV,0,4,10
Wuv U (Colorful QT3 nekomix),ねこみりん feat.えみゅう。×みゆ×小宮真央,ADV,1,10,8
Wuv U (Colorful QT3 nekomix),ねこみりん feat.えみゅう。×みゆ×小宮真央,EXH,2,16,33
無気力クーデター(EXIT TUNES),Last Note.,NOV,0,5,7
無気力クーデター(EXIT TUNES),Last Note.,ADV,1,11,5
無気力クーデター(EXIT TUNES),Last Note.,EXH,2,17,14
Borealis,ginkiha,NOV,0,5,9
Borealis,ginkiha,ADV,1,11,4
Borealis,ginkiha,EXH,2,17,26
FIRE FIREは電気スウィングの夢を見るか？,millstones,NOV,0,5,5
FIRE FIREは電気スウィングの夢を見るか？,millstones,ADV,1,10,3
FIRE FIREは電気スウィングの夢を見るか？,millstones,EXH,2,16,8
Paranoia,DiGiTAL WiNG feat. 花たん,NOV,0,4,11
Paranoia,DiGiTAL WiNG feat. 花たん,ADV,1,9,7
Paranoia,DiGiTAL WiNG feat. 花たん,EXH,2,16,59
tricky trick,kamome sano,NOV,0,5,7
tricky trick,kamome sano,ADV,1,10,5
tricky trick,kamome sano,EXH,2,18,5
Scream out! (SDVX EDIT),A-One,NOV,0,5,8
Scream out! (SDVX EDIT),A-One,ADV,1,12,7
Scream out! (SDVX EDIT),A-One,EXH,2,16,47
Just Be Friends(EXIT TUNES),Dixie Flatline,NOV,0,2,22
Just Be Friends(EXIT TUNES),Dixie Flatline,ADV,1,7,11
Just Be Friends(EXIT TUNES),Dixie Flatline,EXH,2,12,28
KAC 2012 ULTIMATE MEDLEY -HISTORIA SOUND VOLTEX-,FLOOR LEGENDS -KAC 2012-,NOV,0,6,6
KAC 2012 ULTIMATE MEDLEY -HISTORIA SOUND VOLTEX-,FLOOR LEGENDS -KAC 2012-,ADV,1,12,2
KAC 2012 ULTIMATE MEDLEY -HISTORIA SOUND VOLTEX-,FLOOR LEGENDS -KAC 2012-,EXH,2,17,2
KAC 2012 ULTIMATE MEDLEY -HISTORIA SOUND VOLTEX-,FLOOR LEGENDS -KAC 2012-,GRV,5,18,0
到達してしまった僕らと夢と希望の最之果,Ayatsugu_Otowa,NOV,0,6,7
到達してしまった僕らと夢と希望の最之果,Ayatsugu_Otowa,ADV,1,13,16
到達してしまった僕らと夢と希望の最之果,Ayatsugu_Otowa,EXH,2,18,21
Chant du Cygne,ke-ji,NOV,0,6,10
Chant du Cygne,ke-ji,ADV,1,12,4
Chant du Cygne,ke-ji,EXH,2,17,1
Sayonara Planet Wars,黒魔,NOV,0,6,10
Sayonara Planet Wars,黒魔,ADV,1,13,12
Sayonara Planet Wars,黒魔,EXH,2,18,2
混乱少女♥そふらんちゃん!!,かめりあ feat. ななひら,NOV,0,6,8
混乱少女♥そふらんちゃん!!,かめりあ feat. ななひら,ADV,1,12,3
